Reading_ID,Timestamp,Machine_ID,Equipment_Type,Location,Shift,Temperature,Pressure,Vibration,Humidity,Voltage,Current,RPM,Power_Consumption,Machine_Status,Age_Years,Maintenance_Due,Last_Maintenance_Days,Operating_Hours,Load_Percent,Ambient_Temp,Oil_Level,Noise_Level,Uptime_Hours,Downtime_Hours,Production_Count,Defect_Count,Sensor_ID,Firmware_Version,Anomaly_Flag,Temp_Rolling_Mean,Temp_Rolling_STD,Pressure_Rolling_Mean,Vibration_Rolling_Mean,Advanced_Predicted_Anomaly
RD267237,2024-02-29 21:18:00,MCH625,Robot,Unit 3,Day,77.12,4.64,37.07,88.13,206.13,38.58,1524,27.02,Maintenance,1,no,8,24,35.71,22.91,34.34,73.92,952,133,834,1,SEN6775,V2.9.9,0,67.66399999999979,16.792767193048114,4.696000000000023,16.680000000000017,0
RD405545,2024-06-18 11:19:00,MCH384,Robot,Plant C,Day,42.59,8.12,9.37,69.13,203.65,20.55,0,3.19,Offline,12,no,66,9,92.21,27.16,52.96,73.28,6046,311,621,6,SEN2176,V2.8.2,0,67.66399999999979,16.792767193048114,5.830000000000022,15.41600000000002,1
RD725978,2024-01-11 12:01:00,MCH522,Compressor,Factory 1,Night,87.54,3.56,43.54,37.11,245.25,24.19,1592,28.19,Maintenance,2,NO,41,21,66.05,21.33,23.44,77.49,817,119,850,7,SEN4983,V4.7.3,0,67.66399999999979,16.792767193048114,5.158000000000023,20.37600000000002,0
RD496715,2024-04-11 10:34:00,MCH658,Hydraulic Press,Warehouse 1,Morning,67.23,8.93,25.25,79.37,244.59,14.96,2497,42.63,Running,2,YES,71,16,93.46,34.61,20.25,53.31,5482,284,586,4,SEN6280,V5.2.6,0,67.66399999999979,16.792767193048114,6.228000000000023,25.30600000000002,0
RD843753,2024-05-02 00:14:00,MCH698,CNC Machine,Factory 1,Afternoon,63.84,7.69,18.07,65.87,212.81,39.1,1693,42.24,Offline,16,no,8,10,97.59,38.38,29.34,89.17,7987,47,744,7,SEN5054,V1.0.6,1,67.66399999999979,16.792767193048114,7.420000000000023,26.660000000000018,0
RD948328,2024-04-05 08:01:00,MCH762,Robot,Plant B,Night,51.78,7.69,12.9,50.93,234.94,16.84,1844,18.44,Maintenance,3,no,23,19,53.09,27.54,36.17,84.12,9321,345,123,2,SEN4740,V1.4.8,0,62.5959999999998,17.047364312406373,7.420000000000023,21.82600000000002,0
RD534018,2024-06-01 22:11:00,MCH880,Conveyor,Plant A,Afternoon,76.49,7.62,21.04,40.35,240.32,8.8,2162,16.26,Maintenance,17,no,56,15,55.71,20.58,25.73,81.22,402,300,948,4,SEN8326,V1.0.2,1,69.37599999999979,13.466734199497488,7.420000000000023,24.160000000000018,0
RD981238,2024-02-15 12:36:00,MCH859,Generator,Unit 3,Morning,82.11,7.36,19.99,51.23,244.89,19.62,1587,42.55,Maintenance,8,no,40,1,30.34,18.34,31.26,94.59,5115,302,254,6,SEN1115,V5.3.3,1,68.2899999999998,11.744558314381761,7.420000000000023,19.45000000000002,0
RD687435,2024-05-13 11:07:00,MCH562,Transformer,Warehouse 1,Day,99.77,8.73,22.59,45.83,244.89,34.4,2997,28.88,Idle,9,NO,0,6,46.05,25.58,55.61,63.8,5681,132,93,6,SEN7459,V5.8.9,0,74.7979999999998,18.233451949642507,7.420000000000023,18.918000000000017,0
RD408286,2024-02-13 17:41:00,MCH156,Generator,Unit 2,Day,20.7,5.7,27.37,83.47,249.81,12.33,1033,35.86,Idle,18,yes,90,16,32.46,32.31,97.44,76.86,4730,72,477,6,SEN5583,V1.2.1,0,66.1699999999998,30.676289703937645,7.420000000000023,20.77800000000002,1
RD943635,2024-05-13 16:49:00,MCH474,Turbine,Plant B,Afternoon,84.29,4.39,23.97,63.79,222.53,9.82,2268,19.39,Idle,15,NO,29,11,86.63,42.28,67.91,84.97,7872,296,435,7,SEN8002,V2.1.6,0,72.6719999999998,30.30685269043817,6.760000000000022,22.99200000000002,0
RD929555,2024-04-21 02:19:00,MCH851,Hydraulic Press,Warehouse 1,Afternoon,98.82,9.18,47.4,69.44,207.72,46.17,2235,16.37,Offline,16,no,71,16,57.12,29.86,68.87,62.33,7207,6,308,1,SEN5047,V3.8.2,0,77.13799999999978,32.57083158287374,7.072000000000022,28.26400000000002,0
RD468875,2024-05-08 15:30:00,MCH357,Generator,Plant B,Night,51.01,9.93,5.49,81.47,247.46,40.02,2144,3.57,Faulty,14,YES,62,5,90.18,37.85,49.17,64.06,180,163,454,8,SEN2957,V2.7.8,1,70.91799999999981,34.307236408663364,7.5860000000000225,25.36400000000002,1
RD960234,2024-06-24 00:12:00,MCH377,Turbine,Unit 1,Night,71.97,2.86,32.23,76.05,200.18,8.98,2126,34.09,Faulty,12,NO,66,21,23.42,17.15,24.88,85.87,1984,59,68,3,SEN8601,V5.7.7,0,65.35799999999979,30.50428937051165,6.412000000000023,27.29200000000002,0
RD161802,2024-01-20 06:39:00,MCH564,Generator,Unit 2,Night,94.68,7.52,3.96,56.43,204.18,11.62,1840,36.46,Maintenance,13,no,40,14,31.65,31.76,26.47,98.49,3576,327,359,1,SEN2007,V1.8.4,1,80.1539999999998,19.318911201202027,6.776000000000022,22.61000000000002,0
RD770584,2024-02-08 06:57:00,MCH517,CNC Machine,Unit 2,Afternoon,66.03,5.67,39.86,79.66,238.56,11.1,2159,28.35,Running,4,yes,3,22,23.71,37.3,56.29,50.11,6552,453,708,0,SEN2910,V4.7.6,1,76.5019999999998,20.053532606499147,7.032000000000022,25.78800000000002,0
RD174929,2024-04-25 04:01:00,MCH989,CNC Machine,Warehouse 2,Day,77.5,1.07,28.91,31.69,203.83,27.16,2469,24.76,Maintenance,14,Yes,62,22,25.13,34.3,52.56,42.12,1953,43,227,4,SEN1587,V5.4.6,0,72.2379999999998,15.973189099234977,5.410000000000022,22.09000000000002,1
RD899162,2024-02-29 15:58:00,MCH777,Turbine,Plant C,Afternoon,66.67,8.16,23.67,31.84,226.42,45.8,1277,27.74,Idle,5,YES,52,8,99.67,39.37,81.27,75.41,1321,184,348,9,SEN1055,V1.9.1,0,75.3699999999998,11.746261107259752,5.056000000000023,25.72600000000002,0
RD628696,2024-05-17 02:20:00,MCH818,Robot,Plant C,Night,95.1,9.32,9.86,59.99,248.98,11.01,2042,25.27,Idle,1,No,24,8,30.2,24.29,44.83,49.66,9567,394,617,1,SEN8472,V2.4.4,0,79.99599999999978,14.340607727705574,6.348000000000023,21.25200000000002,0
RD285382,2024-03-15 13:43:00,MCH728,Transformer,Unit 2,Day,58.71,6.3,33.73,73.39,219.79,41.39,2357,0.87,Maintenance,10,YES,88,11,89.46,19.41,81.05,98.31,7337,247,728,2,SEN3484,V2.0.1,1,72.8019999999998,14.15377935393652,6.104000000000022,27.206000000000017,0
RD704945,2024-01-12 14:57:00,MCH906,Transformer,Warehouse 2,Night,27.52,2.72,12.82,73.63,203.09,32.14,2342,12.49,Maintenance,5,YES,57,23,71.06,17.24,97.69,88.72,420,450,37,2,SEN7430,V3.1.5,0,65.0999999999998,25.04652371088471,5.514000000000023,21.79800000000002,0
RD590052,2024-01-11 07:26:00,MCH199,Motor,Warehouse 2,Day,93.55,2.29,45.92,48.53,231.79,47.49,1142,32.04,Faulty,14,YES,76,22,64.8,16.18,50.15,70.39,5267,403,293,6,SEN2383,V1.0.2,0,68.3099999999998,27.899083318272552,5.758000000000023,25.200000000000017,0
RD919895,2024-03-10 16:56:00,MCH582,Motor,Plant A,Morning,99.45,5.9,14.86,80.91,219.26,41.92,1743,10.1,Running,3,YES,67,12,23.73,41.06,46.77,93.28,1556,470,645,7,SEN7048,V3.6.6,0,65.4579999999998,33.22110278121289,5.306000000000023,23.438000000000017,0
RD343463,2024-03-02 19:14:00,MCH687,Pump,Factory 1,Night,99.45,1.85,14.52,41.79,224.59,24.68,2166,21.65,Idle,1,YES,15,24,92.95,35.63,49.4,43.88,1957,163,542,8,SEN8237,V4.2.4,0,65.4579999999998,33.22110278121289,3.8120000000000234,24.37000000000002,0
RD357945,2024-01-28 09:56:00,MCH202,Transformer,factory 2,Night,90.96,7.52,9.1,43.97,207.33,20.4,1658,37.73,Standby,1,YES,77,1,99.03,37.67,26.9,62.22,8919,133,955,9,SEN1777,V3.1.6,0,65.4579999999998,33.22110278121289,4.056000000000023,25.910000000000018,0
RD962332,2024-02-03 22:23:00,MCH160,Pump,Warehouse 1,Night,76.32,2.78,9.1,86.91,222.53,41.65,1380,49.16,Faulty,15,NO,79,3,89.47,19.98,43.45,62.66,4634,32,350,0,SEN4846,V4.7.1,0,65.4579999999998,33.22110278121289,4.068000000000023,25.910000000000018,0
RD335384,2024-04-18 00:19:00,MCH819,CNC Machine,Warehouse 1,Day,33.09,3.24,20.53,64.64,240.38,47.88,2789,23.91,Standby,2,yes,89,13,34.08,41.2,22.31,46.03,8499,445,411,10,SEN6424,V3.3.7,0,65.4579999999998,33.22110278121289,4.258000000000022,25.910000000000018,0
RD437012,2024-06-04 17:48:00,MCH935,Compressor,Warehouse 1,Morning,27.47,2.07,35.14,50.2,203.9,15.39,1062,25.1,Running,13,No,89,1,20.56,22.52,27.73,52.68,1263,279,388,2,SEN8757,V3.5.2,0,65.4579999999998,33.22110278121289,3.492000000000023,25.910000000000018,1
RD931332,2024-06-07 20:58:00,MCH324,Transformer,Factory 2,Day,68.76,9.33,27.21,69.28,205.51,16.29,2325,49.16,Running,7,no,80,6,20.91,23.61,55.12,92.68,7884,361,752,0,SEN7864,V4.9.4,0,59.3199999999998,27.756254250166815,4.988000000000023,25.910000000000018,0
RD385455,2024-06-04 12:52:00,MCH445,Pump,Factory 1,Day,54.76,6.38,37.57,40.84,212.46,46.41,1083,29.2,Running,3,NO,77,13,73.39,43.29,21.29,87.47,7376,437,443,9,SEN9490,V3.8.8,0,52.0799999999998,21.44326584268112,4.760000000000023,25.910000000000018,0
RD601714,2024-06-13 05:58:00,MCH717,Compressor,Unit 1,Morning,94.82,1.91,6.04,67.91,247.59,46.22,1222,2.61,Running,14,no,69,9,47.01,34.15,23.57,89.02,6310,409,334,5,SEN4946,V3.3.2,0,55.77999999999979,27.431435434550252,4.5860000000000225,25.29800000000002,0
RD301751,2024-06-27 09:08:00,MCH735,Hydraulic Press,Unit 3,Morning,46.91,9.91,0.4,78.16,214.25,18.9,1719,44.91,Faulty,2,yes,39,20,30.74,40.16,99.21,81.06,1014,260,931,2,SEN7316,V1.1.0,1,58.54399999999979,25.177256204755565,5.920000000000023,21.27200000000002,0
RD580915,2024-06-22 01:01:00,MCH696,Conveyor,Warehouse 1,Morning,24.54,7.42,44.36,86.0,238.15,39.53,1100,47.07,Standby,17,NO,63,10,98.38,44.05,59.18,49.43,6246,304,440,5,SEN9999,V1.6.1,0,57.9579999999998,26.0985558987447,6.990000000000023,23.11600000000002,1
RD886768,2024-06-04 17:56:00,MCH733,CNC Machine,Plant C,Afternoon,29.84,2.18,13.91,54.47,200.85,34.89,1867,6.17,Maintenance,4,no,31,13,71.79,18.78,25.64,87.35,5934,309,39,10,SEN2208,V5.3.7,0,50.17399999999979,27.81871636146953,5.560000000000023,20.45600000000002,0
RD586355,2024-02-08 21:27:00,MCH273,Pump,Unit 3,Day,73.41,4.04,35.32,86.15,200.85,25.27,2365,17.65,Standby,15,YES,50,5,34.97,23.96,73.0,79.98,6134,359,562,3,SEN9942,V3.6.4,0,53.90399999999979,29.769278291552467,5.092000000000023,20.006000000000018,0
RD417329,2024-01-31 03:40:00,MCH114,Generator,Plant B,Afternoon,99.19,7.46,13.27,30.86,231.08,38.13,1597,49.32,Maintenance,13,Yes,79,3,87.98,35.39,82.38,71.65,5341,374,936,5,SEN2459,V1.0.3,0,54.77799999999979,31.295858671714026,6.202000000000022,21.45200000000002,1
RD111136,2024-01-12 21:50:00,MCH735,Pump,Plant C,Afternoon,41.7,9.02,20.4,37.03,234.0,30.48,2647,15.5,Idle,7,yes,48,6,61.22,24.67,98.36,92.58,3328,334,37,4,SEN5755,V1.0.6,0,53.7359999999998,31.70734504810986,6.024000000000023,25.45200000000002,0
RD823396,2024-05-01 07:38:00,MCH347,Turbine,Unit 2,Morning,76.6,1.55,15.57,55.29,233.18,38.98,2122,22.49,Faulty,13,YES,19,20,37.41,31.43,26.38,76.48,5272,435,30,7,SEN6262,V3.5.2,0,64.1479999999998,28.061228946714163,4.850000000000023,19.694000000000017,0
RD587675,2024-01-30 19:38:00,MCH689,Motor,Warehouse 1,Day,63.13,7.12,43.31,55.47,207.08,31.9,1658,14.64,Faulty,6,No,87,21,74.93,16.57,34.7,53.72,4145,229,333,9,SEN3626,V1.6.2,1,70.80599999999978,20.928944789451677,5.838000000000022,25.57400000000002,0
RD613129,2024-01-06 06:29:00,MCH207,Conveyor,Factory 1,Day,53.6,6.56,49.51,75.59,207.81,39.87,2030,9.76,Maintenance,9,No,76,6,36.96,44.62,62.57,49.14,9307,222,478,1,SEN7471,V1.6.9,0,66.8439999999998,22.152095386213738,6.342000000000023,28.412000000000017,0
RD399576,2024-03-18 23:32:00,MCH462,Motor,Plant A,Afternoon,42.73,9.81,25.64,71.82,240.39,12.34,1659,41.41,Running,8,yes,43,9,54.71,33.4,30.69,62.53,3625,108,275,6,SEN9074,V1.3.9,1,55.55199999999979,14.667449335174096,6.812000000000023,30.886000000000017,0
RD199507,2024-04-21 03:01:00,MCH377,Generator,Plant A,Night,40.69,3.31,32.15,68.11,203.8,8.83,2669,31.34,Faulty,11,NO,62,9,41.5,24.84,37.1,43.46,361,120,464,1,SEN4153,V4.3.0,0,55.349999999999795,14.91084672310392,5.670000000000022,33.236000000000026,0
RD482937,2024-02-01 17:15:00,MCH310,Hydraulic Press,Plant B,Morning,97.92,2.51,8.43,41.32,208.44,24.27,2178,43.09,Standby,15,NO,86,19,99.41,42.15,76.52,66.78,2235,165,299,2,SEN7612,V1.5.7,0,59.61399999999979,23.232882515949328,5.862000000000022,31.808000000000014,0
RD132211,2024-05-24 05:40:00,MCH155,CNC Machine,Plant B,Morning,74.74,8.68,9.16,76.36,225.41,39.39,1987,26.9,Faulty,3,Yes,13,9,96.78,37.96,68.25,93.1,1956,128,393,1,SEN2647,V4.2.4,0,61.935999999999794,24.230881742105602,6.174000000000023,24.97800000000002,0
RD923581,2024-04-13 04:07:00,MCH912,Generator,Plant A,Day,54.85,5.59,43.12,41.71,232.87,12.36,2956,37.04,Offline,1,yes,81,9,63.44,17.41,39.72,98.96,8639,61,591,0,SEN3036,V1.4.5,0,62.185999999999794,24.12961106192777,5.980000000000023,21.50200000000002,0
RD903822,2024-05-07 23:36:00,MCH974,Robot,Unit 2,Afternoon,74.09,2.2,43.12,68.39,239.22,16.36,1902,1.41,Running,4,Yes,73,18,60.1,41.03,57.53,43.04,1076,1,429,1,SEN4199,V5.8.7,0,68.4579999999998,21.76827898571484,4.458000000000022,21.50200000000002,0
RD388633,2024-02-03 14:17:00,MCH649,Compressor,Unit 2,Day,44.8,8.8,0.03,85.82,212.77,37.67,1174,14.1,Offline,7,NO,8,19,55.07,37.17,34.89,59.46,1990,438,402,7,SEN7134,V3.3.3,0,69.2799999999998,20.498125524055006,5.556000000000023,21.50200000000002,0
RD175517,2024-02-11 07:42:00,MCH356,Turbine,Factory 2,Night,92.46,4.72,29.15,50.4,240.58,12.88,1830,25.37,Offline,10,yes,53,20,67.12,21.92,42.93,69.04,6910,95,855,7,SEN1877,V1.3.8,0,68.18799999999979,18.653371545109852,5.998000000000022,21.50200000000002,0
RD522828,2024-04-10 04:54:00,MCH331,Pump,Factory 2,Afternoon,88.38,7.05,8.87,65.62,205.42,16.22,2440,6.79,Faulty,15,no,14,19,59.34,25.12,64.72,62.25,1285,210,774,8,SEN8109,V1.2.1,1,70.9159999999998,20.732651301749062,5.672000000000023,21.50200000000002,0
RD692080,2024-01-07 20:43:00,MCH464,Hydraulic Press,Plant B,Day,-50.0,6.48,26.34,79.82,229.25,34.99,1647,40.94,Running,1,No,89,2,29.77,33.59,69.72,64.27,2870,15,686,7,SEN2467,V1.3.8,0,49.9459999999998,58.91355854130603,5.850000000000023,21.50200000000002,0
RD681642,2024-03-24 15:26:00,MCH559,Hydraulic Press,Unit 3,Night,91.25,7.19,17.84,76.47,247.4,30.18,2316,25.34,Offline,14,Yes,30,18,76.28,33.87,98.34,42.8,4504,498,915,10,SEN7061,V3.6.6,0,53.377999999999794,61.1298292161846,6.848000000000023,16.44600000000002,1
RD681446,2024-02-17 17:59:00,MCH654,Robot,Warehouse 2,NIGHT,78.33,9.78,8.7,32.49,239.66,17.84,1063,17.96,Idle,19,NO,66,5,88.7,40.39,85.17,73.31,6363,279,97,1,SEN2126,V2.9.1,0,60.08399999999979,61.78914168363164,7.044000000000023,18.180000000000017,1
RD286662,2024-06-05 02:04:00,MCH871,Motor,Factory 2,Afternoon,70.06,6.06,43.25,45.21,205.13,19.6,1191,17.96,Faulty,12,yes,47,12,23.04,36.43,56.89,97.93,6650,396,20,8,SEN2981,V5.1.4,0,55.60399999999979,59.629177673349645,7.312000000000023,21.000000000000018,1
RD966986,2024-03-06 15:11:00,MCH484,Compressor,Unit 3,Afternoon,58.16,2.54,44.26,49.47,242.93,29.55,1674,41.06,Running,10,no,45,21,91.49,38.54,55.54,94.1,9491,417,290,10,SEN8085,V3.4.5,0,49.559999999999796,56.947722957111225,6.410000000000022,28.07800000000002,0
RD452204,2024-03-15 21:06:00,MCH863,Hydraulic Press,Factory 1,Night,85.72,2.85,16.02,51.51,215.51,25.23,1677,23.91,Offline,14,No,23,5,59.99,25.97,72.08,82.4,1480,406,291,10,SEN9504,V2.3.4,0,76.7039999999998,13.072307753412337,5.684000000000022,26.014000000000017,0
RD104228,2024-04-13 09:08:00,MCH171,Conveyor,Factory 1,Morning,32.02,4.83,46.7,71.2,214.31,23.7,1096,18.74,Faulty,1,Yes,61,18,21.24,27.12,65.44,80.27,9900,499,366,7,SEN9254,V2.9.5,0,64.8579999999998,21.017707296465776,5.212000000000022,31.78600000000002,0
RD248654,2024-04-05 16:53:00,MCH584,Transformer,Factory 1,Morning,88.23,2.92,16.22,50.19,226.26,34.09,2837,9.0,Maintenance,4,yes,46,0,44.18,43.4,79.35,46.98,1229,169,270,4,SEN8381,V5.9.6,1,66.83799999999981,22.978956025022395,3.8400000000000225,33.29000000000001,0
RD499831,2024-02-18 15:42:00,MCH411,Compressor,Unit 1,Night,67.76,7.44,7.02,37.26,203.55,24.21,2318,20.99,Offline,20,Yes,46,10,46.73,32.64,34.48,94.19,980,230,120,5,SEN6139,V3.8.8,0,66.3779999999998,22.921280941516173,4.116000000000023,26.04400000000002,0
RD293781,2024-02-17 20:54:00,MCH413,Hydraulic Press,Warehouse 2,Night,46.05,-10.0,30.65,64.89,225.54,41.23,2849,30.47,Idle,9,yes,79,0,67.85,37.97,74.52,58.35,2609,40,618,6,SEN3922,V2.0.7,1,63.95599999999979,24.58608407209066,1.6080000000000225,23.32200000000002,0
RD327990,2024-02-08 00:36:00,MCH628,Conveyor,Unit 2,Morning,22.77,9.58,49.25,49.51,212.73,12.04,1258,37.72,Faulty,1,No,25,24,97.78,18.13,46.99,94.25,3848,25,606,1,SEN5209,V5.6.8,1,51.3659999999998,26.683218134248655,2.954000000000023,29.968000000000018,0
RD223823,2024-02-22 09:44:00,MCH608,Turbine,Plant B,Night,23.22,4.5,39.09,37.27,212.73,38.19,2079,27.33,Idle,11,No,4,17,58.4,44.64,75.23,76.44,9667,375,96,0,SEN3375,V5.1.2,0,49.6059999999998,28.50621914600206,2.888000000000023,28.446000000000016,0
RD176020,2024-02-04 09:38:00,MCH769,Compressor,Factory 2,NIGHT,47.12,5.9,47.13,59.02,223.11,5.29,2581,21.01,Idle,6,Yes,17,21,93.78,34.34,87.52,63.54,3603,113,422,4,SEN5900,V3.5.6,0,41.3839999999998,18.8863609517526,3.484000000000023,34.62800000000002,0
RD427015,2024-01-18 16:53:00,MCH959,Transformer,Unit 3,Morning,84.02,4.46,40.96,79.4,241.28,36.68,1037,17.46,Faulty,8,YES,84,0,50.51,33.39,65.78,67.71,3887,198,462,2,SEN1599,V5.6.1,0,44.6359999999998,24.980172737591083,2.888000000000023,41.41600000000002,0
RD425915,2024-06-09 05:36:00,MCH558,Compressor,Unit 3,Night,25.57,4.89,3.11,72.29,200.66,23.02,2252,24.88,Running,4,NO,60,2,37.68,29.08,72.3,47.09,2326,210,979,6,SEN2253,V2.7.5,0,40.53999999999979,26.33278849647117,5.866000000000023,35.90800000000002,0
RD407842,2024-02-04 14:18:00,MCH920,Transformer,Plant B,Day,28.09,1.57,7.58,82.95,235.79,7.41,2998,34.76,Maintenance,1,NO,4,21,47.11,31.29,94.7,95.86,694,366,67,3,SEN8370,V4.5.8,0,41.60399999999979,25.53053133015225,4.264000000000022,27.57400000000002,0
RD127363,2024-02-19 11:53:00,MCH865,Compressor,Unit 3,Afternoon,99.92,0.0,6.15,51.8,231.59,10.17,2685,32.8,Standby,16,No,87,10,98.67,32.1,85.35,54.28,8962,107,412,7,SEN3585,V2.4.7,1,56.94399999999979,33.51655754996181,3.364000000000023,20.98600000000002,0
RD781688,2024-04-27 03:55:00,MCH636,Robot,Plant B,Night,85.83,8.92,9.74,34.61,206.56,39.13,1578,42.42,Faulty,3,Yes,21,18,81.21,38.97,46.65,89.71,7544,262,994,5,SEN2955,V2.5.8,0,43.099999999999795,11.250464434852775,3.9680000000000226,13.508000000000019,1
RD576845,2024-05-31 08:54:00,MCH707,Turbine,Plant C,Morning,85.83,9.4,42.92,35.98,226.77,21.64,2298,46.51,Offline,3,no,39,23,54.8,27.83,46.74,93.13,6936,425,361,10,SEN9523,V5.7.2,0,43.099999999999795,11.250464434852775,4.956000000000023,13.900000000000016,0
RD306791,2024-02-26 16:45:00,MCH617,CNC Machine,Plant B,Morning,44.77,6.41,1.56,64.25,246.91,34.96,2874,43.01,Offline,7,yes,41,13,68.14,41.9,85.18,46.01,9304,406,876,10,SEN5916,V3.8.3,1,43.099999999999795,11.250464434852775,5.260000000000022,13.590000000000018,1
RD268793,2024-01-10 00:18:00,MCH944,Motor,Plant A,Night,44.77,7.19,43.84,34.04,228.02,15.78,1040,36.99,Standby,20,No,56,6,23.56,21.83,70.67,94.25,4673,117,420,5,SEN2137,V3.5.8,0,43.099999999999795,11.250464434852775,6.384000000000023,20.84200000000002,1
RD409323,2024-05-05 22:42:00,MCH419,Motor,Unit 3,Night,76.78,7.85,41.47,51.09,248.8,21.68,1882,38.85,Idle,9,No,53,2,51.4,26.15,75.93,75.77,9674,312,991,0,SEN8212,V4.1.9,0,43.099999999999795,11.250464434852775,7.954000000000024,27.906000000000017,0
RD735486,2024-02-07 05:12:00,MCH939,Compressor,Factory 1,Morning,45.15,2.4,26.63,47.1,208.56,42.36,2019,30.15,Standby,9,Yes,40,16,39.03,20.87,40.11,67.22,6920,142,871,5,SEN5436,V2.8.7,0,43.099999999999795,11.250464434852775,6.650000000000023,31.284000000000013,0
RD397485,2024-04-02 01:03:00,MCH464,CNC Machine,Unit 1,Day,70.24,7.51,10.63,71.48,226.69,37.29,1139,41.32,Maintenance,8,yes,26,3,67.83,23.1,59.62,86.47,1397,123,630,5,SEN9895,V5.1.5,0,43.099999999999795,11.250464434852775,6.2720000000000224,24.82600000000002,0
RD568686,2024-06-07 04:32:00,MCH463,Compressor,Unit 1,Afternoon,32.18,4.1,34.77,41.57,217.72,28.2,2144,38.62,Offline,14,yes,19,10,69.82,24.02,73.52,82.3,9309,461,862,9,SEN5607,V4.5.0,1,43.099999999999795,11.250464434852775,5.810000000000022,31.468000000000018,0
RD339117,2024-02-10 17:56:00,MCH957,Hydraulic Press,Unit 3,Day,32.18,1.62,28.01,45.39,241.61,5.53,2122,23.14,Maintenance,15,Yes,40,11,65.2,29.14,56.74,76.59,4905,21,122,9,SEN9362,V1.3.5,0,43.099999999999795,11.250464434852775,4.696000000000023,28.302000000000014,0
RD797845,2024-06-05 12:56:00,MCH627,Transformer,Warehouse 1,Night,36.03,4.04,31.28,35.47,230.88,48.1,1811,4.32,Offline,18,yes,40,4,65.7,25.79,48.55,99.21,1529,340,676,3,SEN5677,V5.3.5,0,43.099999999999795,11.250464434852775,3.9340000000000224,26.264000000000017,1
RD917652,2024-06-01 21:48:00,MCH409,Transformer,Warehouse 1,Day,53.4,8.87,45.27,83.16,245.94,39.25,1359,5.89,Running,14,no,2,23,62.49,18.45,64.43,98.49,502,308,772,3,SEN5422,V3.9.9,0,43.099999999999795,11.250464434852775,5.228000000000023,29.99200000000002,0
RD837722,2024-03-07 10:04:00,MCH416,Compressor,Unit 1,Day,56.98,3.43,20.46,88.88,210.39,20.43,1815,38.91,Offline,11,Yes,38,3,52.45,33.59,30.18,69.76,6562,490,861,6,SEN4332,V3.4.1,0,43.099999999999795,11.250464434852775,4.412000000000023,31.95800000000002,0
RD276028,2024-04-06 08:57:00,MCH711,Conveyor,Plant C,Morning,36.91,8.98,42.26,75.73,219.91,23.28,2775,24.92,Faulty,2,yes,89,13,50.39,22.04,84.93,46.15,6981,430,142,4,SEN9876,V4.0.7,0,43.099999999999795,11.250464434852775,5.388000000000022,33.45600000000002,0
RD872344,2024-06-17 02:02:00,MCH558,Pump,Unit 1,Night,25.63,4.03,32.07,76.51,210.42,20.22,2356,22.75,Faulty,16,YES,72,22,95.9,41.32,40.32,83.99,4344,334,717,3,SEN5420,V3.3.0,0,41.78999999999979,13.073501826208833,5.870000000000022,34.268000000000015,0
RD257177,2024-04-21 13:44:00,MCH307,Motor,Plant C,Night,39.29,9.0,26.32,87.69,220.09,27.65,2692,2.29,Offline,10,NO,33,22,83.78,38.48,33.61,69.55,5708,59,768,10,SEN9812,V2.7.5,0,42.441999999999794,12.7926998714066,6.862000000000023,33.276000000000025,0
RD241630,2024-06-07 21:33:00,MCH633,Hydraulic Press,Unit 3,Afternoon,98.99,6.8,37.81,43.11,201.9,33.29,1611,10.2,Maintenance,17,no,47,13,35.03,31.02,51.89,82.06,1971,328,523,6,SEN5374,V3.0.8,1,51.559999999999796,28.79462449833122,6.4480000000000235,31.784000000000013,0
RD190050,2024-02-27 17:27:00,MCH828,Hydraulic Press,Unit 1,Morning,46.06,5.09,24.34,82.98,229.68,5.74,1344,42.09,Standby,1,Yes,77,2,62.28,21.71,87.47,74.49,1915,75,445,6,SEN6429,V2.9.8,0,49.37599999999979,28.694711707906983,6.7800000000000225,32.56000000000002,0
RD127945,2024-03-14 08:50:00,MCH740,Robot,Plant B,Morning,99.71,5.01,25.95,78.5,229.26,18.07,2912,22.46,Faulty,10,YES,77,24,71.15,31.16,76.92,93.9,4565,355,412,0,SEN1052,V1.4.1,0,61.93599999999979,34.93883340925836,5.986000000000023,29.29800000000002,0
RD519243,2024-05-19 20:56:00,MCH622,Compressor,Factory 1,Night,69.26,6.14,42.42,31.7,210.95,10.75,2398,21.45,Maintenance,1,Yes,50,19,44.11,37.52,74.33,74.65,3202,51,631,9,SEN9823,V5.3.2,0,70.6619999999998,28.45034393465073,6.408000000000023,31.368000000000016,0
RD336313,2024-05-05 19:01:00,MCH231,Motor,Plant A,Day,58.66,8.82,3.58,42.89,221.86,9.31,1193,31.67,Standby,8,No,36,14,30.7,28.64,29.3,48.8,2197,478,986,4,SEN7591,V2.9.4,0,74.53599999999979,24.096133092260295,6.372000000000023,26.82000000000002,0
RD888727,2024-02-08 06:02:00,MCH944,Hydraulic Press,Unit 2,Afternoon,75.89,7.59,3.37,83.59,235.9,33.12,1629,14.81,Faulty,7,NO,83,21,31.4,31.1,29.83,64.17,7005,30,336,2,SEN3624,V4.4.7,0,69.9159999999998,20.12217508123604,6.5300000000000225,19.932000000000016,0
